,accuracy,loss,val_accuracy,val_loss
0,0.7175740599632263,0.7848802804946899,0.8586666584014893,0.3741004765033722
1,0.8490555286407471,0.44733351469039917,0.8776666522026062,0.3240966498851776
2,0.8736110925674438,0.3717922866344452,0.8888333439826965,0.28973183035850525
3,0.885351836681366,0.3372531831264496,0.8963333368301392,0.27772510051727295
4,0.8940370082855225,0.3095130920410156,0.8996666669845581,0.269448846578598
5,0.9008888602256775,0.28661754727363586,0.9104999899864197,0.2466423511505127
6,0.9070370197296143,0.2713674306869507,0.9118333458900452,0.24037182331085205
7,0.9122777581214905,0.25875914096832275,0.9096666574478149,0.2595946788787842
8,0.9140185117721558,0.24783986806869507,0.9116666913032532,0.25333333015441895
9,0.9198518395423889,0.2376462072134018,0.9100000262260437,0.2467195838689804
10,0.9210370182991028,0.22543245553970337,0.9133333563804626,0.24482077360153198
11,0.9268518686294556,0.2135535478591919,0.9128333330154419,0.2514013350009918
12,0.9270370602607727,0.21069645881652832,0.9161666631698608,0.2640310525894165
13,0.928518533706665,0.20862720906734467,0.9138333201408386,0.25546807050704956
14,0.9347222447395325,0.1947232037782669,0.909166693687439,0.25843149423599243
15,0.9352037310600281,0.18731607496738434,0.9196666479110718,0.2604905962944031
16,0.9377222061157227,0.1831878125667572,0.9201666712760925,0.2512897849082947
17,0.941870391368866,0.17397741973400116,0.9193333387374878,0.2529760003089905
18,0.9408147931098938,0.17475247383117676,0.9163333177566528,0.26357579231262207
19,0.9432592391967773,0.17353148758411407,0.9158333539962769,0.3061007261276245
20,0.945555567741394,0.16148480772972107,0.9143333435058594,0.2877846360206604
21,0.9415370225906372,0.17291584610939026,0.9190000295639038,0.2758762836456299
22,0.9482407569885254,0.15307678282260895,0.9178333282470703,0.300364226102829
23,0.950092613697052,0.15001246333122253,0.9164999723434448,0.28463974595069885
24,0.9509814977645874,0.1474996954202652,0.9163333177566528,0.33193260431289673
25,0.9507777690887451,0.1493024230003357,0.918833315372467,0.2966536581516266
26,0.9509074091911316,0.14705708622932434,0.9243333339691162,0.29638898372650146
27,0.9559999704360962,0.13172459602355957,0.9161666631698608,0.33134862780570984
28,0.9558703899383545,0.13576307892799377,0.9203333258628845,0.33853697776794434
29,0.9556481242179871,0.13535454869270325,0.9178333282470703,0.3257802426815033
