,accuracy,loss,val_accuracy,val_loss
0,0.5067407488822937,1.5071918964385986,0.7391666769981384,0.7525567412376404
1,0.6664814949035645,0.9531781673431396,0.7816666960716248,0.6504729986190796
2,0.7082592844963074,0.8386874794960022,0.7910000085830688,0.6102386713027954
3,0.7305926084518433,0.7780093550682068,0.8081666827201843,0.5759086608886719
4,0.7439073920249939,0.7420666813850403,0.8131666779518127,0.5590172410011292
5,0.7576481699943542,0.7028845548629761,0.8174999952316284,0.5423130393028259
6,0.7621296048164368,0.6865854859352112,0.8231666684150696,0.5279635190963745
7,0.7714999914169312,0.6683369278907776,0.8234999775886536,0.5226060748100281
8,0.7757407426834106,0.6532084941864014,0.828166663646698,0.5108458399772644
9,0.7791666388511658,0.6400712728500366,0.8288333415985107,0.5048235058784485
10,0.7836111187934875,0.6290619969367981,0.8296666741371155,0.5012266039848328
11,0.7884073853492737,0.6196287870407104,0.8309999704360962,0.49645286798477173
12,0.7918518781661987,0.6065927147865295,0.8320000171661377,0.49265921115875244
13,0.7914259433746338,0.6014801859855652,0.8346666693687439,0.48717647790908813
14,0.7955555319786072,0.5979480743408203,0.8376666903495789,0.4844987690448761
15,0.7959629893302917,0.586433470249176,0.8363333344459534,0.4800371527671814
16,0.7972777485847473,0.5868019461631775,0.8396666646003723,0.47874683141708374
17,0.8002407550811768,0.5799416303634644,0.8403333425521851,0.47453922033309937
18,0.8041852116584778,0.5710068345069885,0.8410000205039978,0.472197026014328
19,0.8023518323898315,0.5702921152114868,0.840833306312561,0.47167012095451355
20,0.8060185313224792,0.5657146573066711,0.8414999842643738,0.4678793251514435
21,0.8064814805984497,0.5624964237213135,0.8428333401679993,0.4676152467727661
22,0.8076851963996887,0.559767484664917,0.8424999713897705,0.46480831503868103
23,0.8092963099479675,0.5545586943626404,0.8428333401679993,0.4633743166923523
24,0.8104259371757507,0.5529871582984924,0.8445000052452087,0.4639591872692108
25,0.8112778067588806,0.5476502776145935,0.843999981880188,0.4603070616722107
26,0.8120740652084351,0.5451383590698242,0.8445000052452087,0.4581276476383209
27,0.8110555410385132,0.5448176860809326,0.843500018119812,0.4564899206161499
28,0.8134999871253967,0.540030300617218,0.843666672706604,0.45698243379592896
29,0.8142407536506653,0.5378860235214233,0.8456666469573975,0.45457038283348083
