,accuracy,loss,val_accuracy,val_loss
0,0.7208333611488342,7.715348243713379,0.7929999828338623,6.420155048370361
1,0.8079814910888672,5.532682418823242,0.8205000162124634,4.739842414855957
2,0.8223147988319397,4.119898796081543,0.8263333439826965,3.5653269290924072
3,0.8289629817008972,3.1212263107299805,0.8241666555404663,2.7341198921203613
4,0.8313888907432556,2.4102976322174072,0.8240000009536743,2.1444129943847656
5,0.8352407217025757,1.903209924697876,0.8349999785423279,1.7147845029830933
6,0.8378703594207764,1.5407994985580444,0.8421666622161865,1.3885884284973145
7,0.8382777571678162,1.2802863121032715,0.8431666493415833,1.175224781036377
8,0.8397592306137085,1.0941135883331299,0.8318333625793457,1.0387297868728638
9,0.8414444327354431,0.9596297740936279,0.8416666388511658,0.9062502980232239
10,0.8430185317993164,0.8617753982543945,0.8413333296775818,0.827756404876709
11,0.8433703780174255,0.7910089492797852,0.840499997138977,0.76643967628479
12,0.8454259037971497,0.7391906976699829,0.8504999876022339,0.7121809124946594
13,0.8466110825538635,0.700106680393219,0.8451666831970215,0.6942657232284546
14,0.8470185399055481,0.6726199388504028,0.8518333435058594,0.6588512659072876
15,0.8482221961021423,0.6511896848678589,0.8488333225250244,0.6401987671852112
16,0.8476481437683105,0.6350775957107544,0.8388333320617676,0.6505285501480103
17,0.8502777814865112,0.6225646138191223,0.846666693687439,0.6286244988441467
18,0.8499629497528076,0.6130297780036926,0.8473333120346069,0.6172848343849182
19,0.8498148322105408,0.6047981381416321,0.8511666655540466,0.6076028943061829
20,0.8515555262565613,0.598285436630249,0.8566666841506958,0.5896512269973755
21,0.8517962694168091,0.592824399471283,0.8418333530426025,0.6164222955703735
22,0.8514444231987,0.5881021618843079,0.856333315372467,0.5823897123336792
23,0.8526666760444641,0.5832874774932861,0.8445000052452087,0.5941750407218933
24,0.8537407517433167,0.5805661678314209,0.8539999723434448,0.5882161855697632
25,0.8544444441795349,0.5765344500541687,0.8538333177566528,0.5794951319694519
26,0.8555185198783875,0.574448823928833,0.8525000214576721,0.5818415880203247
27,0.8550000190734863,0.5713275074958801,0.8510000109672546,0.5794830918312073
28,0.8570740818977356,0.5681599378585815,0.8501666784286499,0.576811671257019
29,0.8576481342315674,0.5657381415367126,0.8565000295639038,0.5707650780677795
