,accuracy,loss,val_accuracy,val_loss
0,0.6577592492103577,36.048526763916016,0.6215000152587891,5.702821731567383
1,0.5856296420097351,2.8867945671081543,0.6085000038146973,1.7548601627349854
2,0.6417962908744812,1.6100176572799683,0.6736666560173035,1.4975109100341797
3,0.671574056148529,1.457721471786499,0.687333345413208,1.399269700050354
4,0.6817036867141724,1.3798348903656006,0.6945000290870667,1.336756706237793
5,0.689037024974823,1.321489930152893,0.7026666402816772,1.2906591892242432
6,0.6971481442451477,1.2745250463485718,0.7091666460037231,1.2396103143692017
7,0.7049444317817688,1.236790657043457,0.7161666750907898,1.205432653427124
8,0.7120000123977661,1.2066839933395386,0.7241666913032532,1.1832842826843262
9,0.717555582523346,1.183192253112793,0.7250000238418579,1.161768913269043
10,0.7212777733802795,1.1648743152618408,0.7281666398048401,1.1511269807815552
11,0.7271111011505127,1.1496719121932983,0.7379999756813049,1.1281121969223022
12,0.7310370206832886,1.1363104581832886,0.7213333249092102,1.1681032180786133
13,0.7349444627761841,1.1244804859161377,0.7488333582878113,1.1045007705688477
14,0.7393333315849304,1.1143184900283813,0.7526666522026062,1.1088178157806396
15,0.743925929069519,1.1056342124938965,0.7574999928474426,1.0928900241851807
16,0.7465370297431946,1.0961334705352783,0.7588333487510681,1.0830364227294922
17,0.7485740780830383,1.0895618200302124,0.7415000200271606,1.103494644165039
18,0.7505740523338318,1.0828869342803955,0.7515000104904175,1.1045023202896118
19,0.7526481747627258,1.076754093170166,0.7546666860580444,1.066718578338623
20,0.752907395362854,1.071553349494934,0.7043333053588867,1.209784746170044
21,0.7535926103591919,1.0688042640686035,0.7543333172798157,1.0840566158294678
22,0.7563333511352539,1.0621198415756226,0.7404999732971191,1.0763025283813477
23,0.7559444308280945,1.0591750144958496,0.7571666836738586,1.0698221921920776
24,0.7579444646835327,1.054076075553894,0.7400000095367432,1.0872293710708618
25,0.7571296095848083,1.050430417060852,0.7661666870117188,1.0449600219726562
26,0.7586851716041565,1.0446223020553589,0.7506666779518127,1.0769785642623901
27,0.7590370178222656,1.0447551012039185,0.7708333134651184,1.0414623022079468
28,0.7590185403823853,1.0408204793930054,0.7444999814033508,1.0829471349716187
29,0.7615000009536743,1.0364899635314941,0.7198333144187927,1.1267963647842407
